SYMPTOMS,REASON,SUB_COMMODITY,BusinessSegment,ProductCategory,ProductGroup,FamilyGroup,FormFactor,Supplier,Family,ProcessorSupplier,ProcessorSocketCount,REGION,CASE_COUNTRY,COMMODITY
OS error caused system to reboot/restart,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Korea Republic of (South),Non SystemBoard Issue
OS error caused system to reboot/restart,System reboots,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,India,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AP,Malaysia,Non SystemBoard Issue
OS error caused system to reboot/restart,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Singapore,Non SystemBoard Issue
OS error message(s),System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS did not boot after install/update,No boot/No Video,Remote Console,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,ROM-Legacy,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Singapore,Non SystemBoard Issue
BSOD,System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Singapore,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Singapore,Non SystemBoard Issue
OS hang/unresponsive,Hangs,VMWare,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Japan,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Switzerland,Non SystemBoard Issue
BSOD,Error warning reported by the system,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
time offset,Error warning reported by the system,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,Unknown,Unknown,Non SystemBoard Issue
OS did not boot after install/update,System shuts down,Missing Data,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Hong Kong,Non SystemBoard Issue
time offset ,Error warning reported by the system,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,India,Non SystemBoard Issue
OS did not boot after install/update,No boot/No Video,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,Chile,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,VMWare,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Israel,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,VMWare,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Russia,Non SystemBoard Issue
time offset,FW/SW/Driver load or update issue,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,France,Non SystemBoard Issue
OS hang/unresponsive,Hangs,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Germany,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,VMWare,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Taiwan,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,Korea Republic of (South),Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,Singapore,Non SystemBoard Issue
OS hang/unresponsive,Hangs,Missing Data,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
OS does not boot (BIOS completes boot),System shuts down,Missing Data,Rack & Tower,Rack & Tower,SY-Core 2P,DL80,Rack,H3C,DL80 Gen9,Intel,2,AP,India,Non SystemBoard Issue
OS error message(s),System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AP,New Zealand,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Korea Republic of (South),Non SystemBoard Issue
blue screen,System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Singapore,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,France,Non SystemBoard Issue
OS did not boot after install/update,Hangs,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Qatar,Non SystemBoard Issue
time offset ,System reboots,ROM-Legacy,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Switzerland,Non SystemBoard Issue
OS error message(s),System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AP,Japan,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Korea Republic of (South),Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Thailand,Non SystemBoard Issue
time offset,Error warning reported by the system,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,India,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AP,China Peoples Republic Of,Non SystemBoard Issue
"No Boot - No Video, Will not POST",Blue/Red/Purple/black screen,NO BOOT,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AP,China Peoples Republic Of,SYSTEM BOARD
LED/Sensor - Temperature Sensor Failure or obviously inaccurate reading,No boot/No Video,LED/SENSOR,Rack & Tower,Rack & Tower,4Q-4Processor,DL560,Density Optimized,FoxConn,DL560 Gen9,Intel,4,AM,Costa Rica,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AP,China Peoples Republic Of,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),Error warning reported by the system,MULTIPLE PARTS,Enterprise,Blades,4P Blades,BL660,Blades,FoxConn,BL660c Gen9,Intel,4,EMEA,Sweden,SYSTEM BOARD
Miscellaneous PCA Issues - Defective ROM,System Board failure or error,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,4Q-4Processor,DL560,Density Optimized,FoxConn,DL560 Gen9,Intel,4,AM,USA,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,System Board failure or error,POWER FAILURES,Enterprise,Blades,4P Blades,BL660,Blades,FoxConn,BL660c Gen9,Intel,4,AM,USA,SYSTEM BOARD
No Boot - No Further Details Specified,System Board failure or error,NO BOOT,Enterprise,Blades,4P Blades,BL660,Blades,FoxConn,BL660c Gen9,Intel,4,AM,USA,SYSTEM BOARD
Memory - Post Error 207,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Rack & Tower,Rack & Tower,4Q-4Processor,DL560,Density Optimized,FoxConn,DL560 Gen9,Intel,4,AM,Canada,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),System Board failure or error,PROCESSOR,Enterprise,Blades,4P Blades,BL660,Blades,FoxConn,BL660c Gen9,Intel,4,AM,USA,SYSTEM BOARD
Memory - Uncorrectable Memory Error,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,RESEAT,Enterprise,Blades,4P Blades,BL660,Blades,FoxConn,BL660c Gen9,Intel,4,AM,Canada,SYSTEM BOARD
Memory - PCA Replaced for Unspecified Memory Issue,System reboots,MULTIPLE PARTS,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,EMEA,Hungary,SYSTEM BOARD
Physical Damage - Other Connector/Socket/Port,System Board failure or error,PHYSICAL DAMAGE,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,EMEA,United Kingdom,SYSTEM BOARD
Runtime - OS Crash (xSOD Crash),System shuts down,SPI BOARD,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AP,China Peoples Republic Of,SYSTEM BOARD
Runtime - System Hang,Error warning reported by the system,RUNTIME FAILURES,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AP,China Peoples Republic Of,SYSTEM BOARD
Power - VRD Failure,No boot/No Video,POWER FAILURES,Enterprise,Blades,4P Blades,BL660,Blades,FoxConn,BL660c Gen9,Intel,4,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Enterprise,Blades,4P Blades,BL660,Blades,FoxConn,BL660c Gen9,Intel,4,EMEA,United Kingdom,SYSTEM BOARD
OS did not boot after install/update,No boot/No Video,OTHER,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AP,Japan,Non SystemBoard Issue
Windows bug check error,System reboots,Windows,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AM,Brazil,Non SystemBoard Issue
Voltage 'core' is out of range.,Error warning reported by the system,Linux,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,EMEA,France,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,4Q-4Processor,DL560,Density Optimized,FoxConn,DL560 Gen9,Intel,4,AM,USA,Non SystemBoard Issue
Windows bug check error,System shuts down,Windows,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AM,USA,Non SystemBoard Issue
OS error message(s),Hangs,VMWare,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AP,Vietnam,Non SystemBoard Issue
OS hang/unresponsive,Hangs,Windows,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AP,Thailand,Non SystemBoard Issue
OS hang/unresponsive,Hangs,Linux,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,EMEA,Belarus,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,Windows,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AM,USA,Non SystemBoard Issue
blue screen ,Blue/Red/Purple/black screen,Missing Data,Rack & Tower,Rack & Tower,4Q-4Processor,DL580,Rack,Inventec,DL580 Gen9,Intel,4,AP,China Peoples Republic Of,Non SystemBoard Issue
time offset ,Error warning reported by the system,ROM-Legacy,Rack & Tower,Rack & Tower,LA-Entry 1P,ML30,Tower,IsMissing Data,ML30 Gen9,Intel,IsMissing Data,AM,USA,Non SystemBoard Issue
Windows bug check error,System reboots,Windows,Rack & Tower,Rack & Tower,LA-Entry 1P,ML30,Tower,IsMissing Data,ML30 Gen9,Intel,IsMissing Data,AP,Japan,Non SystemBoard Issue
"No Boot - No Power, No LEDs, No iLO",No boot/No Video,NO BOOT,Density Optimized,Density Optimized,Hyperscale SE,SE2160w,Density Optimized,FoxConn,SE2160w Gen9,IsMissing Data,IsMissing Data,AM,USA,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Density Optimized,Density Optimized,Hyperscale SE,SE2160w,Density Optimized,FoxConn,SE2160w Gen9,IsMissing Data,IsMissing Data,AM,USA,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Density Optimized,Density Optimized,Hyperscale SE,SE2160w,Density Optimized,FoxConn,SE2160w Gen9,IsMissing Data,IsMissing Data,AM,USA,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Density Optimized,Density Optimized,Hyperscale SE,SE2160w,Density Optimized,FoxConn,SE2160w Gen9,IsMissing Data,IsMissing Data,AM,USA,SYSTEM BOARD
